word lemma
فقليلا قَلِيل
ما ما
يؤمنون آمَن
ولما لَمّا
جاءهم جاء
كتاب كِتاب
من مِن
عند عِنْد
الله اللَّه
مصدق مُصَدَّق
لما ما
معهم مَع
وكانوا كان
من مِن
قبل قِبَل
يستفتحون يستفتحون
علي عَلَى
الذين الَّذِي
كفروا كَفَّر
فلما لَمّا
جاءهم جاء
ما ما
عرفوا عَرَف
كفروا كَفَّر
به بِ
فلعنة لَعْنَة
الله اللَّه
علي عَلَى
الكافرين كافِر
بئسما بِئْسَما
اشتروا ٱِشْتَرَى
به بِ
انفسهم نَفْس
ان أَنَّ
يكفروا كَفَّر
بما ما
انزل أَنْزَل
الله اللَّه
بغيا بَغَى
ان أَنَّ
ينزل نَزَل
الله اللَّه
من مِن
فضله فَضْل
علي عَلَى
من مِن
يشاء شاء
من مِن
عباده عِبادَة
فباءوا باء
بغضب غَضَب
علي عَلَى
غضب غَضَب
وللكافرين كافِر
عذاب عَذاب
مهين مُهِين
واذا إِذا
قيل قال
لهم لِ
امنوا أَمَّن
بما ما
انزل أَنْزَل
الله اللَّه
قالوا قال
نؤمن آمَن
بما ما
انزل أَنْزَل
علينا عَلَى
ويكفرون كَفَّر
بما ما
وراءه وَراء
وهو هُوَ
الحق حَقّ
مصدقا مُصَدَّق
لما ما
معهم مَع
قل قال
فلم لَم
تقتلون قَتَل
انبياء نَبِيّ
الله اللَّه
من مِن
قبل قِبَل
ان أَنَّ
كنتم كان
مؤمنين مُؤْمِن
ولقد قَدْ
جاءكم جاء
موسي مُوسَى
بالبينات بَيِّنَة
ثم ثُمَّ
اتخذتم ٱُتُّخِذ
العجل عَجَل
من مِن
بعده بُعْد
وانتم أَنْتُم
ظالمون ظالِم
واذ إِذ
اخذنا أَخَذ
ميثاقكم مِيثاق
ورفعنا رَفْع
فوقكم فَوْق
الطور طَوْر
خذوا أَخَذ
ما ما
اتيناكم أَتَى
بقوة قُوَّة
واسمعوا أَسْمَع
قالوا قال
سمعنا سَمِع
وعصينا عَصَى
واشربوا أَشْرَب
في فِي
قلوبهم قَلْب
العجل عَجَل
بكفرهم كُفْر
قل قال
بئسما بِئْسَما
يامركم أَمَر
به بِ
ايمانكم إِيمان
ان أَنَّ
كنتم كان
مؤمنين مُؤْمِن
قل قال
ان أَنَّ
كانت كان
لكم لِ
الدار دار
الاخرة آخِرَة
عند عِنْد
الله اللَّه
خالصة خالِص
من مِن
دون دُون
الناس ناس
فتمنوا تَمَنَّى
الموت مَوْت
ان أَنَّ
كنتم كان
صادقين صادِق
ولن لَن
يتمنوه تَمَنَّى
ابدا أَبَد
بما ما
قدمت قَدَّم
ايديهم يَد
والله اللَّه
عليم عَلِيم
بالظالمين ظالِم
ولتجدنهم وَجَد
احرص حَرِص
الناس ناس
علي عَلَى
حياة حَياة
ومن مِن
الذين الَّذِي
اشركوا أَشْرَك
يود وَدّ
احدهم أَحَد
لو لَو
يعمر عَمَّر
الف أَلْف
سنة سَنَة
وما ما
هو هُوَ
بمزحزحه بمزحزحه
من مِن
العذاب عَذاب
ان أَنَّ
يعمر عَمَّر
والله اللَّه
بصير بَصِير
بما ما
يعملون عَمِل
قل قال
من مِن
كان كان
عدوا عَدُوّ
لجبريل جَبْرَئِيل
فانه إِنَّ
نزله نَزَل
علي عَلَى
قلبك قَلْب
باذن إِذْن
الله اللَّه
مصدقا مُصَدَّق
لما ما
بين بَيِّن
يديه يَد
وهدي هَدْي
وبشري بَشَرِيّ
للمؤمنين مُؤْمِن
من مِن
كان كان
عدوا عَدُوّ
لله اللَّه
وملائكته مَلْأَك
ورسله رَسُول
وجبريل جَبْرَئِيل
وميكال وميكال
فان إِنَّ
الله اللَّه
عدو عَدُوّ
للكافرين كافِر
ولقد قَدْ
انزلنا أَنْزَل
اليك إِلَى
ايات آيَة
بينات بَيِّنَة
وما ما
يكفر كَفَّر
بها بِ
الا إِلّا
الفاسقون فاسِق
اوكلما اوكلما
عاهدوا عاهَد
عهدا عَهْد
نبذه نَبْذ
فريق فَرِيق
منهم مِن
بل بَل
اكثرهم أَكْثَر
لا لا
يؤمنون آمَن
ولما لَمّا
جاءهم جاء
رسول رَسُول
من مِن
عند عِنْد
الله اللَّه
مصدق مُصَدَّق
لما ما
معهم مَع
نبذ نَبْذ
فريق فَرِيق
من مِن
الذين الَّذِي
اوتوا اوتوا
الكتاب كِتاب
كتاب كِتاب
الله اللَّه
وراء وَراء
ظهورهم ظُهُور
كانهم كان
لا لا
يعلمون عَلِم
واتبعوا ٱِتَّبَع
ما ما
تتلو تَلا
الشياطين شَيْطان
علي عَلَى
ملك مَلِك
سليمان سُلَيْمان
وما ما
كفر كَفْر
سليمان سُلَيْمان
ولكن لٰكِن
الشياطين شَيْطان
كفروا كَفَّر
يعلمون عَلِم
الناس ناس
السحر سِحْر
وما ما
انزل أَنْزَل
علي عَلَى
الملكين مَلِك
ببابل بابِل
هاروت هاروت
وماروت وماروت
وما ما
يعلمان عَلِم
من مِن
احد أَحَد
حتي حَتَّى
يقولا قال
انما إِنَّما
نحن نَحْنُ
فتنة فِتْنَة
فلا لا
تكفر كَفَّر
فيتعلمون تَعَلَّم
منهما مِن
ما ما
يفرقون فَرَّق
به بِ
بين بَيِّن
المرء مَرْء
وزوجه زَوْج
وما ما
هم هُم
بضارين ضَراوَة
به بِ
من مِن
احد أَحَد
الا إِلّا
باذن إِذْن
الله اللَّه
ويتعلمون تَعَلَّم
ما ما
يضرهم ضَرّ
ولا لا
ينفعهم نَفَّع
ولقد قَدْ
علموا عَلِم
لمن مَن
اشتراه ٱِشْتَرَى
ما ما
له لِ
في فِي
الاخرة آخِرَة
من مِن
خلاق خَلّاق
ولبئس بِئْس
ما ما
شروا شَرَى
به بِ
انفسهم نَفْس
لو لَو
كانوا كان
يعلمون عَلِم
ولو لَو
انهم أَنَّ
امنوا أَمَّن
واتقوا ٱِتَّقَى
لمثوبة مَثْوَبَة
من مِن
عند عِنْد
الله اللَّه
خير خَيْر
لو لَو
كانوا كان
يعلمون عَلِم
يا يا
ايها أَيُّها
الذين الَّذِي
امنوا أَمَّن
لا لا
تقولوا قال
راعنا راع
وقولوا قال
انظرنا نَظَر
واسمعوا أَسْمَع
وللكافرين كافِر
عذاب عَذاب
اليم أَلِيم
ما ما
يود وَدّ
الذين الَّذِي
كفروا كَفَّر
من مِن
اهل أَهْل
الكتاب كِتاب
ولا لا
المشركين مُشْرِك
ان أَنَّ
ينزل نَزَل
عليكم عَلَى
من مِن
خير خَيْر
من مِن
ربكم رَبّ
والله اللَّه
يختص ٱِخْتَصّ
برحمته رَحْمَة
من مِن
يشاء شاء
والله اللَّه
ذو ذُو
الفضل فَضْل
العظيم عَظِيم
ما ما
ننسخ نَسَخ
من مِن
اية آيَة
او أَو
ننسها نَسِي
نات أَتَى
بخير خَيْر
منها مِن
او أَو
مثلها مِثْل
الم آلَم
تعلم عَلِم
ان أَنَّ
الله اللَّه
علي عَلَى
كل كُلّ
شيء شَيْء
قدير قَدِير
الم آلَم
تعلم عَلِم
ان أَنَّ
الله اللَّه
له لِ
ملك مَلِك
السماوات سَماء
والارض أَرْض
وما ما
لكم لِ
من مِن
دون دُون
الله اللَّه
من مِن
ولي وَلِيّ
ولا لا
نصير صار
ام أَم
تريدون أَراد
ان أَنَّ
تسالوا سَأَل
رسولكم رَسُول
كما كَما
سئل سَأَل
موسي مُوسَى
من مِن
قبل قِبَل
ومن مِن
يتبدل تَبَدَّل
الكفر كُفْر
بالايمان إِيمان
فقد قَدْ
ضل ضَلّ
سواء سَواء
السبيل سَبِيل
ود وُدّ
كثير كَثِير
من مِن
اهل أَهْل
الكتاب كِتاب
لو لَو
يردونكم رَدّ
من مِن
بعد بُعْد
ايمانكم إِيمان
كفارا كافِر
حسدا حَسَد
من مِن
عند عِنْد
انفسهم نَفْس
من مِن
بعد بُعْد
ما ما
تبين تَبَيَّن
لهم لِ
الحق حَقّ
فاعفوا أَعْفَى
واصفحوا واصفحوا
حتي حَتَّى
ياتي أَتَى
الله اللَّه
بامره أَمَرّ
ان أَنَّ
الله اللَّه
علي عَلَى
كل كُلّ
شيء شَيْء
قدير قَدِير
واقيموا واقيموا
الصلاة صَلاة
واتوا أَتَى
الزكاة زَكاة
وما ما
تقدموا تَقَدَّم
لانفسكم نَفْس
من مِن
خير خَيْر
تجدوه وَجَد
عند عِنْد
الله اللَّه
ان أَنَّ
الله اللَّه
بما ما
تعملون عَمِل
بصير بَصِير
وقالوا قال
لن لَن
يدخل دَخَل
الجنة جَنَّة
الا إِلّا
من مِن
كان كان
هودا هَوَّد
او أَو
نصاري نَصْرانِيّ
تلك ذٰلِكَ
امانيهم مُنْيَة
قل قال
هاتوا هاتوا
برهانكم رِهان
ان أَنَّ
كنتم كان
صادقين صادِق
بلي لِي
من مِن
اسلم سَلَّم
وجهه وَجْه
لله اللَّه
وهو هُوَ
محسن مُحْسِن
فله لِ
اجره جَرَى
عند عِنْد
ربه رَبّ
ولا لا
خوف خَوْف
عليهم عَلَى
ولا لا
هم هُم
يحزنون حَزَن
وقالت قال
اليهود يَهُودِيّ
ليست لَيِس
النصاري نَصْرانِيّ
علي عَلَى
شيء شَيْء
وقالت قال
النصاري نَصْرانِيّ
ليست لَيِس
اليهود يَهُودِيّ
علي عَلَى
شيء شَيْء
وهم هُم
يتلون تَلَوَّن
الكتاب كِتاب
كذلك ذٰلِكَ
قال قال
الذين الَّذِي
لا لا
يعلمون عَلِم
مثل مِثْل
قولهم قَوْل
فالله اللَّه
يحكم حَكَم
بينهم بَيِّن
يوم يَوْم
القيامة قِيامَة
فيما ما
كانوا كان
فيه فِي
يختلفون ٱِخْتَلَف
ومن مِن
اظلم ٱِظَّلَم
ممن مِن
منع مَنْع
مساجد مَسْجِد
الله اللَّه
ان أَنَّ
يذكر ذَكَر
فيها فِي
اسمه ٱِسْم
وسعي سَعْي
في فِي
خرابها خَراب
اولئك أُولائِكَ
ما ما
كان كان
لهم لِ
ان أَنَّ
يدخلوها دَخَل
الا إِلّا
خائفين خائِف
لهم لِ
في فِي
الدنيا دُنْيا
خزي خِزْي
ولهم لِ
في فِي
الاخرة آخِرَة
عذاب عَذاب
عظيم عَظِيم
ولله اللَّه
المشرق مَشْرِق
والمغرب مَغْرِب
فاينما أَيْنَما
تولوا تَوَلَّى
فثم ثَمَّ
وجه وَجْه
الله اللَّه
ان أَنَّ
الله اللَّه
واسع واسِع
عليم عَلِيم
وقالوا قال
اتخذ ٱِتَّخَذ
الله اللَّه
ولدا وَلَد
سبحانه سُبْحان
بل بَل
له لِ
ما ما
في فِي
السماوات سَماء
والارض أَرْض
كل كُلّ
له لِ
قانتون قانتون
بديع بَدِيع
السماوات سَماء
والارض أَرْض
واذا إِذا
قضي قَضَى
امرا أَمْر
فانما إِنَّما
يقول قال
له لِ
كن كان
فيكون كان
وقال قال
الذين الَّذِي
لا لا
يعلمون عَلِم
لولا لَوْلا
يكلمنا كَلَّم
الله اللَّه
او أَو
تاتينا أَتَى
اية آيَة
كذلك ذٰلِكَ
قال قال
الذين الَّذِي
من مِن
قبلهم قَبِل
مثل مِثْل
قولهم قَوْل
تشابهت تَشابَه
قلوبهم قَلْب
قد قَدْ
بينا بَيَّن
الايات آيَة
لقوم قَوْم
يوقنون يوقنون
انا أَنا
ارسلناك أَرْسَل
بالحق حَقّ
بشيرا بَشِير
ونذيرا نَذِير
ولا لا
